date,SPY,XLK,XLV,XLF,XLY,XLP,XLE,XLI,XLB,XLU,XLRE,XLC
2019-03-01,254.4622,34.7534,81.3678,22.5214,53.4291,46.5699,24.3088,66.9436,24.0719,23.3871,28.6511,43.7024
2019-04-01,264.8576,36.9655,79.1596,24.5449,56.3481,47.8979,24.3052,69.6024,24.9177,23.6042,28.5008,46.7859
2019-05-01,247.9673,33.7625,77.4036,22.7842,52.0635,46.1549,21.6066,64.2847,22.8792,23.4193,28.8489,44.0014
2019-06-03,265.2221,36.7803,82.5077,24.3001,56.1327,48.564,23.6368,69.3764,25.5249,24.1655,29.3167,46.102
2019-07-01,269.2321,38.0669,81.1717,24.8724,56.8485,49.7014,23.2621,69.7348,25.4551,24.1331,29.827,47.5632
2019-08-01,264.7243,37.4825,80.6908,23.7014,56.3117,50.7802,21.3254,67.8888,24.7352,25.361,31.2622,46.3924
2019-09-03,269.8749,38.0721,80.6056,24.778,57.0277,51.6695,22.1646,69.9332,25.5218,26.4392,31.5759,46.4912
2019-10-01,275.8404,39.5566,84.7374,25.3974,57.0985,51.4508,21.7003,70.726,25.5175,26.2391,31.5679,47.5239
2019-11-01,285.8253,41.6793,88.9765,26.6806,57.8545,52.1574,22.0485,73.906,26.3287,25.7491,31.0221,49.3453
2019-12-02,294.1301,43.4801,92.0687,27.3768,59.4531,53.4159,23.1516,73.7574,27.0823,26.5963,31.3762,50.4594
2020-01-02,294.0113,45.2161,89.6101,26.6474,59.4057,53.5855,20.6066,73.4314,25.4111,28.3908,31.8306,50.7228
2020-02-03,270.7357,41.9149,83.7078,23.65,54.9071,49.1836,17.4562,66.1616,23.2461,25.5921,29.8508,47.7591
2020-03-02,236.9282,38.3194,80.4538,18.675,46.7186,46.4628,11.4562,53.8384,19.9924,23.034,25.3412,41.7418
2020-04-01,267.0141,43.5832,90.5809,20.4421,55.5403,49.6956,14.9806,58.5827,23.0286,23.8031,27.7282,47.4407
2020-05-01,279.7361,46.7109,93.56,20.9982,59.1557,50.523,15.2802,61.7394,24.6132,24.8132,28.3249,50.9695
2020-06-01,284.6973,49.9569,91.2748,20.8884,60.9741,50.4096,15.1129,62.9575,25.1501,23.6539,28.6751,51.0914
2020-07-01,301.4637,52.7968,96.2549,21.6918,65.4095,53.8997,14.3862,65.7342,26.9399,25.4982,29.8695,54.9583
2020-08-03,322.5049,59.0695,98.7449,22.6216,71.6592,56.3755,14.2344,71.306,28.1137,24.8359,29.8613,59.8084
2020-09-01,310.4293,55.9181,96.5918,21.8474,70.3239,55.4313,12.1551,70.8195,28.5373,25.1045,29.2289,56.2778
2020-10-01,302.6892,53.1198,93.0937,21.6568,68.4053,53.8402,11.6559,69.7983,28.3311,26.3728,28.3007,56.0883
2020-11-02,335.6148,59.1668,100.4929,25.3056,75.2425,57.8613,14.9189,80.9852,31.8332,26.5673,30.2482,61.9624
2020-12-01,348.0488,62.4456,104.3094,26.9014,77.0692,58.8166,15.5874,81.8006,32.6234,26.7321,30.6906,64.0352
2021-01-04,344.502,61.9221,105.7714,26.4178,77.6588,55.8867,16.1714,78.3087,31.8347,26.4976,30.8585,63.4658
2021-02-01,354.0811,62.7674,103.5462,29.4839,77.2466,55.1978,19.8029,83.7036,33.1461,24.8818,31.3454,67.9164
2021-03-01,370.1559,63.9202,107.7164,31.2094,80.6916,59.8886,20.3913,91.2259,35.6618,27.5073,33.4815,69.7
2021-04-01,389.741,67.2363,111.9516,33.235,85.9008,61.0021,20.5284,94.4506,37.5807,28.6585,36.2625,74.1964
2021-05-03,392.3001,66.6106,114.0461,34.8207,82.9817,62.0804,21.7005,97.4065,39.4905,27.9884,36.6779,74.8999
2021-06-01,401.0983,71.1977,116.668,33.7624,85.8503,61.7424,22.6194,95.1861,37.4118,27.3703,37.8286,77.1106
2021-07-01,410.8901,73.9653,122.411,33.6059,86.7543,63.1014,20.7383,96.0785,38.1891,28.5564,39.578,78.4725
2021-08-02,423.1181,76.598,125.2455,35.3359,88.3025,63.7632,20.3226,97.1475,38.9118,29.6689,40.6873,81.539
2021-09-01,403.3986,72.1247,118.334,34.6848,86.4121,61.1239,22.1377,91.2411,36.1144,27.8611,38.1434,76.4222
2021-10-01,431.7025,78.0224,124.3948,37.2079,96.8615,63.2638,24.4242,97.4426,38.858,29.1826,41.0353,76.6034
2021-11-01,428.2338,81.4953,120.5928,35.0822,98.4458,62.4114,23.2002,93.9735,38.6435,28.6854,40.6663,71.9004
2021-12-01,448.042,84.1418,131.4701,36.2625,98.5932,68.9363,23.8924,99.0458,41.5737,31.4648,44.8403,74.2565
2022-01-03,424.4117,78.3829,122.456,36.2718,89.194,67.9171,28.3781,94.2999,38.7474,30.4406,40.9716,70.6908
2022-02-01,411.8843,74.5599,121.2709,35.7704,85.5674,66.9606,30.3842,93.5043,38.2565,29.8603,39.007,65.4332
2022-03-01,427.3672,77.0539,128.2296,35.7239,89.3551,68.1534,33.2216,96.7174,40.5971,32.9495,42.0589,65.9158
2022-04-01,389.8576,68.5645,121.9581,32.172,78.6712,69.725,32.661,89.3542,39.1602,31.5334,40.5618,56.6006
2022-05-02,390.7376,68.0943,123.774,33.0669,74.6429,66.8781,37.898,88.941,39.6207,32.8919,38.4902,57.674
2022-06-01,358.5171,61.7881,120.5347,29.4733,66.5526,65.2992,31.414,82.3838,34.1287,31.279,35.8492,52.1354
2022-07-01,391.532,70.0997,124.4447,31.5913,78.8242,67.389,34.4495,90.2128,36.2293,32.9828,38.9024,54.1528
2022-08-01,375.5567,65.7446,117.2638,30.9728,75.2807,66.1405,35.3632,87.6566,34.968,33.1567,36.7178,52.241
2022-09-01,340.8384,57.8769,114.2868,28.6015,69.1029,60.7614,31.983,78.5132,31.7149,29.4163,31.8814,46.1036
2022-10-03,368.5402,62.3061,125.271,32.0118,69.8693,66.2339,39.9677,89.422,34.5455,29.9866,32.5188,46.4116
2022-11-01,389.0279,66.248,131.1878,34.2069,70.9075,70.2858,40.4784,96.407,38.5885,32.0746,34.7411,49.5885
2022-12-01,366.6093,60.8089,128.7245,32.4211,62.8276,68.3687,39.2441,93.5246,36.4589,31.916,33.0669,46.3136
2023-01-03,389.6644,66.4382,126.3651,34.6584,72.3325,67.6259,40.3477,96.991,39.7303,31.2777,36.344,53.1559
2023-02-01,379.8672,66.7119,120.4998,33.8621,70.7953,66.0577,37.5481,96.153,38.4067,29.4261,34.213,51.6311
2023-03-01,393.952,73.9555,123.1481,30.629,72.963,68.8449,37.5503,96.7483,38.0224,30.8698,33.7079,56.0979
2023-04-03,400.2454,73.8673,127.0197,31.6008,72.1433,71.3605,38.593,95.62,37.9705,31.4581,34.0415,57.9656
2023-05-01,402.093,80.4543,121.5976,30.2575,73.973,66.965,34.7214,92.6079,35.3638,29.6111,32.4995,60.23
2023-06-01,428.1489,85.3259,126.7811,32.2611,83.0189,68.8394,37.1322,103.0344,39.2592,30.0886,34.3209,63.0813
2023-07-03,442.1636,87.5295,128.1375,33.8114,84.9402,70.3058,40.0188,106.0106,40.6094,30.838,34.7762,66.6773
2023-08-01,434.9776,86.2093,127.2396,32.9023,83.4589,67.5307,40.6776,103.9081,39.2687,28.9483,33.7108,65.6499
2023-09-01,414.3448,80.6244,123.4744,31.8862,78.8419,64.2974,41.655,97.7281,37.3922,27.3149,31.2719,63.7148
2023-10-02,405.3499,80.6637,119.4462,31.1075,74.4928,63.4097,39.2586,94.8169,36.2069,27.6672,30.3815,62.8888
2023-11-01,442.3762,91.0658,125.9393,34.5105,82.6621,66.0261,38.9775,103.1939,39.2297,29.0902,34.1724,67.7959
2023-12-01,462.5731,94.8748,131.3875,36.3237,87.731,67.8165,39.0077,110.4851,41.0043,29.6309,37.1608,70.7776
2024-01-02,469.9402,97.4379,135.2411,37.4443,83.8599,68.6544,38.8076,109.4189,39.408,28.7513,35.3705,73.9141
2024-02-01,494.4649,102.0219,139.5186,38.9706,90.4786,70.0949,40.0778,117.2796,41.9726,29.0554,36.2796,77.304
2024-03-01,510.6348,102.8273,142.836,40.8434,90.42,72.4225,44.2805,122.4644,44.6875,30.9702,36.9184,79.7597
2024-04-01,490.0462,96.9026,135.6811,39.1368,86.3536,71.6068,43.863,118.1476,42.6381,31.4844,33.7991,76.0481
2024-05-01,514.8326,103.7604,138.9395,40.378,86.5257,73.3519,43.7129,120.0824,44.0332,34.3054,35.5362,81.3224
2024-06-03,532.996,111.8905,141.4737,40.0219,89.8803,73.1795,43.0947,118.8949,42.6867,32.404,36.237,83.8878
2024-07-01,539.4501,108.2157,145.2399,42.5823,92.3885,74.3931,44.0686,124.7387,44.5381,34.6153,38.8597,84.0151
2024-08-01,552.0547,108.9724,152.5878,44.5293,92.2061,78.8462,43.1561,128.2508,45.5725,36.2797,41.0862,85.5135
2024-09-03,563.6504,111.8586,150.0587,44.2805,98.939,79.7359,41.8539,132.5627,46.7957,38.6753,42.4387,88.7984
2024-10-01,558.6206,110.1145,143.0926,45.4138,97.2206,76.9691,42.2305,130.9869,45.344,38.2587,41.0421,90.4094
2024-11-01,591.9331,115.8075,143.6187,50.1624,109.7676,79.9472,45.5387,140.931,46.0189,39.7046,42.7522,96.6567
2024-12-02,577.6906,115.3968,134.6386,47.4228,110.9898,76.0915,41.1763,129.6098,41.066,36.5385,39.0536,95.3421
2025-01-02,593.2053,114.5481,143.7404,50.5038,114.8585,76.4497,42.1281,136.0922,43.3355,37.5957,39.7738,100.8276
2025-02-03,585.6747,111.9277,145.7566,51.2005,106.8392,80.4183,43.7432,134.1052,43.3209,38.2426,41.4351,100.4534
2025-03-03,553.0409,102.6534,143.4516,49.0525,97.9558,79.4723,45.2714,129.3271,42.164,38.3342,40.4436,95.2687
2025-04-01,548.2459,104.3884,138.0087,48.0185,97.8566,79.6279,38.9979,129.4751,41.139,38.3585,39.9121,94.271
2025-05-01,582.7004,114.7989,130.3159,50.185,106.0617,80.601,39.4968,140.9208,42.3405,39.8267,40.3276,100.158
2025-06-02,612.6529,126.1042,133.0604,51.7504,108.0421,79.3316,41.4202,146.0013,43.2807,39.9759,40.3905,107.4609
2025-07-01,626.7632,130.84,128.7564,51.7504,110.0803,78.1657,42.5923,150.4451,43.2412,41.939,40.3808,106.3519
2025-08-01,639.6241,130.6956,135.6665,53.3512,115.2058,79.1454,44.1454,150.4451,45.4839,41.2781,41.2584,110.2927
2025-09-02,662.4079,140.5418,138.0125,53.4078,119.3433,77.3111,44.0048,153.2729,44.3824,42.9803,41.3961,117.6127
2025-10-01,678.198,149.9259,143.0503,51.9207,119.4877,75.2493,43.4088,154.0977,42.4262,43.9117,40.1875,114.0755
2025-11-03,679.5205,142.7158,156.3388,52.8725,117.7596,78.2976,44.5515,152.7362,44.2734,44.6658,40.9441,114.6518
2025-12-01,680.0628,143.7912,154.1662,54.4899,119.1706,77.2452,44.4196,154.6854,45.1489,42.3936,40.0805,117.3455
2026-01-02,690.0854,143.7013,154.1065,53.1667,120.9271,83.0426,50.7185,164.9764,49.0516,42.9497,41.1533,119.698
2026-02-02,684.1217,138.5877,159.5441,51.167,116.6257,89.5062,55.5568,176.6437,53.1732,47.3986,43.5472,117.6745
2026-03-02,650.34,132.9,146.61,49.37,108.98,81.98,61.26,161.73,49.97,45.89,40.83,110.86
2026-04-01,711.21,158.09,146.38,52.21,118.93,82.11,56.54,171.04,51.83,44.87,43.46,117.88
